id,hopital,pays,region,type_dechet,poids_kg,cout_traitement,niveau_risque,mode_elimination,date_collecte,distance_traitement_km,conformite,type_conteneur,incident,entreprise_transport,service_origine
569,Clinique Ngaliema,RDC,Sud-Kivu,Piqûres/Coupures,313.49,67473.66,Élevé,Incinération,2023-08-10,154.26,Non,Carton DASRI,Non,BioLogistics,Soins Intensifs
399,CHU Sylvanus Olympio,Togo,Centrale,Chimiques,166.34,17073.27,Moyen,Désinfection chimique,2023-07-01,124.3,Non,Conteneur rigide,Non,SafeWaste,Oncologie
379,CHR d'Oyem,Gabon,Ogooué-Maritime,Radioactifs,351.61,55814.15,Moyen,Incinération,2023-01-11,60.02,En attente,Fût,Non,Hopital Service,Radiologie
99,Hôpital Général de Yaoundé,Cameroun,Est,Piqûres/Coupures,248.73,57401.91,Élevé,Incinération,2023-06-07,13.86,Partielle,Carton DASRI,Non,CleanMed,Chirurgie
253,Hôpital Général de Douala,Cameroun,Est,Infectieux,270.86,59282.88,Élevé,Incinération,2023-03-12,91.23,En attente,Carton DASRI,Non,EcoTrans,Urgences
9,Hôpital Général de Référence de Kinshasa,RDC,Kinshasa,Organiques,94.82,1787.2,Faible,Enfouissement,2024-06-15,130.51,Non,Sac rouge,Non,CleanMed,Restauration
204,Clinique Chambrier,Gabon,Haut-Ogooué,Infectieux,102.68,11467.12,Élevé,Autoclave,2024-09-01,66.42,,Carton DASRI,Non,CleanMed,Urgences
552,Hôpital Principal de Dakar,Sénégal,Thiès,Chimiques,277.3,28432.94,Moyen,Désinfection chimique,2024-02-01,88.12,En attente,Fût,Non,Hopital Service,Laboratoire
155,CHR de San-Pédro,Côte d'Ivoire,Haut-Sassandra,Piqûres/Coupures,58.27,6475.17,Élevé,Autoclave,2024-04-18,155.1,En attente,Conteneur rigide,Non,Hopital Service,Urgences
20,Hôpital Laquintinie de Douala,Cameroun,Ouest,Organiques,164.14,3153.1,Faible,Enfouissement,2024-08-23,15.39,Oui,Sac rouge,Non,CleanMed,Restauration
116,Hôpital Heal Africa,RDC,Haut-Katanga,Radioactifs,136.7,33111.59,Élevé,Incinération,2023-08-23,24.06,Non,Sac rouge,Non,Hopital Service,Radiologie
324,CHUD Ouémé-Plateau,Bénin,Littoral,Radioactifs,9.99,2369.85,Élevé,Incinération,2023-05-26,203.58,Partielle,Sac rouge,Non,,Oncologie
197,Hôpital Général de Douala,Cameroun,Adamaoua,Organiques,249.41,5074.65,Faible,Enfouissement,2023-10-27,130.51,En attente,Conteneur rigide,Non,Hopital Service,Restauration
586,CHR Dapaong,Togo,Plateaux,Radioactifs,267.16,64858.99,Élevé,Incinération,2024-07-22,195.31,,Sac rouge,Non,SafeWaste,Médecine Nucléaire
180,Hôpital de Panzi,RDC,Kongo Central,Chimiques,83.19,9218.27,Moyen,Désinfection chimique,2023-09-23,211.08,Oui,Sac rouge,Non,CleanMed,Laboratoire
481,Hôpital de Panzi,RDC,Nord-Kivu,Organiques,364.86,7611.2,Faible,Enfouissement,2024-07-04,197.0,En attente,Conteneur rigide,Non,EcoTrans,Restauration
75,Hôpital de la Paix de Ziguinchor,Sénégal,Fatick,Organiques,192.53,3606.74,Faible,Enfouissement,2024-10-27,237.0,,Sac rouge,Non,,Services Généraux
508,CHR Dapaong,Togo,Maritime,Piqûres/Coupures,78.08,9354.05,Élevé,Autoclave,2023-04-03,212.7,Partielle,Carton DASRI,Non,Hopital Service,Soins Intensifs
680,Hôpital Sendwe (Lubumbashi),RDC,Sud-Kivu,Pharmaceutiques,401.94,66284.19,Moyen,Incinération,2023-02-05,196.62,En attente,Sac jaune,Non,Hopital Service,Soins Palliatifs
544,Hôpital Général de Matadi,RDC,Sud-Kivu,Infectieux,492.02,104611.47,Élevé,Incinération,2024-04-07,86.65,Partielle,Sac jaune,Non,Hopital Service,Maladies Infectieuses
41,CHD Zou,Bénin,Atlantique,Infectieux,33.36,4419.73,Élevé,Autoclave,2023-04-11,92.26,Oui,Carton DASRI,Non,Hopital Service,Maladies Infectieuses
419,Clinique Casamance,Sénégal,Fatick,Piqûres/Coupures,308.92,40367.17,Élevé,Autoclave,2023-08-30,73.45,En attente,Sac rouge,Non,EcoTrans,Urgences
159,Hôpital de Panzi,RDC,Nord-Kivu,Organiques,354.21,7081.65,Faible,Enfouissement,2023-08-18,105.4,Non,Fût,Non,BioLogistics,Restauration
603,Hôpital Militaire d'Abidjan,Côte d'Ivoire,Gbêkê,Radioactifs,102.41,20833.34,Élevé,Incinération,2023-09-02,167.4,Non,Sac rouge,Non,SafeWaste,Radiologie
296,Hôpital Régional de Kaolack,Sénégal,Fatick,Pharmaceutiques,326.93,47598.62,Moyen,Incinération,2023-07-02,170.53,Oui,Fût,Non,BioLogistics,Pharmacie
427,Hôpital Général Idrissa Pouye,Sénégal,Thiès,Piqûres/Coupures,66.61,14389.39,Élevé,Incinération,2024-10-06,30.4,,Conteneur rigide,Non,BioLogistics,Chirurgie
371,Hôpital Albert Schweitzer,Gabon,Estuaire,Pharmaceutiques,217.86,35426.1,Moyen,Incinération,2023-07-25,245.58,En attente,Sac rouge,Non,SafeWaste,Pharmacie
436,Hôpital de Panzi,RDC,Kinshasa,Pharmaceutiques,412.07,57774.43,Moyen,Incinération,2023-09-21,241.46,Partielle,Sac rouge,Non,BioLogistics,Pharmacie
184,Hôpital Régional de Mouila,Gabon,Haut-Ogooué,Pharmaceutiques,103.24,15339.41,Moyen,Incinération,2023-03-04,133.63,Partielle,Conteneur rigide,Non,SafeWaste,Pharmacie
674,Hôpital Régional de Mouila,Gabon,Estuaire,Piqûres/Coupures,26.06,5810.48,Élevé,Incinération,2024-06-24,231.48,Partielle,Sac rouge,Non,EcoTrans,Chirurgie
476,Polyclinique Sainte-Anne,Cameroun,Ouest,Pharmaceutiques,289.02,45625.19,Moyen,Incinération,2024-03-10,159.72,En attente,Sac rouge,Non,EcoTrans,Oncologie
269,Clinique Farah,Côte d'Ivoire,Gbêkê,Radioactifs,174.62,37694.25,Élevé,Incinération,2023-08-22,26.77,,Sac rouge,Non,Hopital Service,Radiologie
376,CHU Sylvanus Olympio,Togo,Kara,Organiques,303.94,5952.5,Faible,Enfouissement,2023-07-24,15.7,En attente,Carton DASRI,Non,CleanMed,Maternité
102,Hôpital Militaire d'Abidjan,Côte d'Ivoire,San-Pédro,Infectieux,382.99,50295.11,Élevé,Autoclave,2023-07-15,184.55,Partielle,Conteneur rigide,Non,SafeWaste,Maladies Infectieuses
541,CHU Kara,Togo,Maritime,Infectieux,444.31,93399.17,Élevé,Incinération,2023-06-29,65.66,,Fût,Non,Hopital Service,Urgences
242,Clinique Mahouna,Bénin,Zou,Infectieux,249.63,54012.87,Élevé,Incinération,2024-09-15,159.2,En attente,Conteneur rigide,Non,BioLogistics,Chirurgie
663,Hôpital Principal de Dakar,Sénégal,Dakar,Radioactifs,56.39,11666.1,Élevé,Incinération,2024-10-23,226.01,Partielle,Carton DASRI,Non,SafeWaste,Oncologie
560,CHU de Cocody,Côte d'Ivoire,Haut-Sassandra,Infectieux,29.77,3349.36,Élevé,Autoclave,2024-07-20,77.6,Partielle,Sac rouge,Non,EcoTrans,Maladies Infectieuses
396,Hôpital Albert Schweitzer,Gabon,Ngounié,Organiques,70.87,1324.72,Faible,Enfouissement,2023-03-15,95.5,En attente,Sac rouge,Non,BioLogistics,Restauration
337,Hôpital de Zone de Ménontin,Bénin,Atacora,Infectieux,234.92,30037.3,Élevé,Autoclave,2024-08-02,166.41,Partielle,Sac rouge,Non,,Maladies Infectieuses
193,Hôpital Saint-Luc,Bénin,Ouémé,Piqûres/Coupures,33.54,7523.87,Élevé,Incinération,2024-10-26,61.63,Non,Sac rouge,Non,CleanMed,Soins Intensifs
215,Clinique Ngaliema,RDC,Sud-Kivu,Pharmaceutiques,348.25,55054.26,Moyen,Incinération,2023-04-10,230.57,Oui,Conteneur rigide,Non,Hopital Service,Oncologie
133,CHU de Libreville,Gabon,Woleu-Ntem,Organiques,280.52,6087.56,Faible,Enfouissement,2024-03-30,131.03,Non,Fût,Non,CleanMed,Restauration
553,CHU de Cocody,Côte d'Ivoire,San-Pédro,Pharmaceutiques,271.31,38961.58,Moyen,Incinération,2024-10-30,174.89,Oui,Fût,Non,EcoTrans,Pharmacie
580,Hôpital Régional d'Ebolowa,Cameroun,Nord-Ouest,Chimiques,238.3,25508.98,Moyen,Désinfection chimique,2024-10-19,147.04,Partielle,Fût,Oui,BioLogistics,Maintenance
633,Clinique Universitaire de Kinshasa,RDC,Nord-Kivu,Organiques,68.08,1360.02,Faible,Enfouissement,2023-02-07,6.47,En attente,Sac rouge,Non,CleanMed,Restauration
316,Hôpital Laquintinie de Douala,Cameroun,Adamaoua,Pharmaceutiques,370.21,51056.57,Moyen,Incinération,2024-03-22,5.33,En attente,Carton DASRI,Non,BioLogistics,Pharmacie
237,CHUD Ouémé-Plateau,Bénin,Zou,Chimiques,334.29,33449.07,Moyen,Désinfection chimique,2024-05-06,17.87,Oui,Sac rouge,Non,,Laboratoire
533,CHU de Bouaké,Côte d'Ivoire,Gbêkê,Pharmaceutiques,12.65,2157.91,Faible,Incinération,2023-03-04,209.97,Non,Sac rouge,Oui,Hopital Service,Pharmacie
1,CHR de Franceville,Gabon,Ngounié,Organiques,495.91,14070.13,Élevé,Enfouissement,2024-09-22,204.57,Partielle,Sac jaune,Non,SafeWaste,Maternité
613,Centre Médical de Kinshasa,RDC,Sud-Kivu,Organiques,382.5,8365.68,Faible,Enfouissement,2023-11-21,27.89,Oui,Conteneur rigide,Non,CleanMed,Restauration
355,CHR Dapaong,Togo,Maritime,Infectieux,497.72,122821.79,Élevé,Incinération,2023-01-20,227.92,En attente,Fût,Non,,Maladies Infectieuses
327,CHR Sokodé,Togo,Centrale,Pharmaceutiques,153.07,23714.26,Moyen,Incinération,2024-07-22,72.09,Oui,Sac rouge,Non,CleanMed,Oncologie
495,Hôpital du Cinquantenaire,RDC,Haut-Katanga,Radioactifs,216.06,46223.38,Élevé,Incinération,2024-09-21,130.55,Partielle,Sac rouge,Non,CleanMed,Oncologie
636,Clinique de la Madeleine,Sénégal,Thiès,Infectieux,402.41,89427.72,Élevé,Incinération,2024-08-24,76.46,Oui,Sac jaune,Non,Hopital Service,Laboratoire
195,Clinique Biasa,Togo,Savanes,Organiques,454.7,9754.07,Faible,Enfouissement,2023-11-27,130.51,Non,Sac rouge,Non,Hopital Service,Restauration
438,Hôpital du Cinquantenaire,RDC,Kongo Central,Piqûres/Coupures,410.78,90443.18,Élevé,Incinération,2024-07-16,49.72,Oui,Sac jaune,Non,EcoTrans,Urgences
261,Hôpital Militaire d'Abidjan,Côte d'Ivoire,San-Pédro,Organiques,414.3,8678.36,Faible,Enfouissement,2024-05-29,145.62,Non,Sac rouge,Non,Hopital Service,Restauration
2,Clinique Mahouna,Bénin,Atacora,Pharmaceutiques,249.63,36144.55,Moyen,Incinération,2023-02-27,163.01,Partielle,Sac rouge,Non,EcoTrans,Oncologie
156,Hôpital Central de Yaoundé,Cameroun,Adamaoua,Pharmaceutiques,430.21,65030.49,Faible,Incinération,2024-01-22,73.81,En attente,Carton DASRI,Non,,Pharmacie
467,CNHU Hubert Koutoukou Maga,Bénin,Zou,Pharmaceutiques,61.16,9876.99,Moyen,Incinération,2024-02-11,81.56,Oui,Sac rouge,Non,Hopital Service,Soins Palliatifs
686,CHR de San-Pédro,Côte d'Ivoire,San-Pédro,Infectieux,113.79,13787.74,Élevé,Autoclave,2024-01-31,27.35,Non,Sac jaune,Non,SafeWaste,Maladies Infectieuses
66,CHR de Franceville,Gabon,Ogooué-Maritime,Piqûres/Coupures,499.18,122518.38,Élevé,Incinération,2024-04-11,52.03,Non,Sac jaune,Non,Hopital Service,Chirurgie
169,CHR de Port-Gentil,Gabon,Haut-Ogooué,Infectieux,206.47,49581.18,Élevé,Incinération,2023-03-13,144.42,Oui,Fût,Oui,Hopital Service,Laboratoire
367,Hôpital Sendwe (Lubumbashi),RDC,Kinshasa,Radioactifs,286.31,65019.58,Élevé,Incinération,2024-09-08,203.91,Non,Fût,Non,CleanMed,Radiologie
248,Hôpital Général de Yaoundé,Cameroun,Nord-Ouest,Chimiques,40.62,4262.1,Moyen,Désinfection chimique,2023-09-26,249.11,Non,Fût,Non,SafeWaste,Laboratoire
175,Hôpital Roi Baudouin,Sénégal,Diourbel,Radioactifs,230.16,51652.22,Élevé,Incinération,2024-11-25,31.89,Non,Sac rouge,Non,SafeWaste,Radiologie
426,CHU de Suru-Léré,Bénin,Zou,Pharmaceutiques,496.42,101651.57,Élevé,Incinération,2023-08-03,28.96,En attente,Conteneur rigide,Non,BioLogistics,Pharmacie
567,Hôpital d'Instruction des Armées Omar Bongo,Gabon,Woleu-Ntem,Infectieux,70.46,8038.38,Élevé,Autoclave,2023-11-30,96.53,,Conteneur rigide,Non,BioLogistics,Urgences
482,CHR de Franceville,Gabon,Ngounié,Piqûres/Coupures,326.49,41161.51,Élevé,Autoclave,2024-06-19,248.24,Partielle,Sac jaune,Non,EcoTrans,Urgences
406,Hôpital Principal de Dakar,Sénégal,Fatick,Pharmaceutiques,3.75,616.07,Faible,Incinération,2023-02-25,72.47,Partielle,Sac rouge,Non,CleanMed,Pharmacie
70,Clinique Casamance,Sénégal,Kolda,Infectieux,318.45,66440.03,Élevé,Incinération,2023-12-02,146.05,En attente,Carton DASRI,Non,CleanMed,Laboratoire
264,Polyclinique Sainte-Anne,Cameroun,Est,Organiques,356.29,7589.03,Faible,Enfouissement,2024-06-16,64.26,Non,Sac rouge,Non,BioLogistics,Maternité
178,Clinique Farah,Côte d'Ivoire,Haut-Sassandra,Piqûres/Coupures,101.48,23347.17,Élevé,Incinération,2023-06-20,9.84,,Sac rouge,Non,Hopital Service,Soins Intensifs
641,Hôpital Régional de Kaolack,Sénégal,Dakar,Pharmaceutiques,498.91,77988.35,Moyen,Incinération,2024-02-09,154.79,En attente,Carton DASRI,Non,SafeWaste,Oncologie
322,Clinique Farah,Côte d'Ivoire,Lagunes,Piqûres/Coupures,377.23,86941.9,Élevé,Incinération,2023-03-18,66.59,Partielle,Sac jaune,Non,,Chirurgie
561,Hôpital Militaire d'Abidjan,Côte d'Ivoire,Poro,Infectieux,171.88,39507.59,Élevé,Incinération,2024-03-11,45.92,Partielle,Fût,Non,CleanMed,Laboratoire
272,Hôpital Général de Matadi,RDC,Sud-Kivu,Radioactifs,325.92,78699.62,Élevé,Incinération,2024-05-23,92.05,En attente,Sac jaune,Non,BioLogistics,Radiologie
128,Hôpital Régional d'Ebolowa,Cameroun,Nord-Ouest,Chimiques,174.32,18243.94,Moyen,Désinfection chimique,2024-03-04,130.51,Partielle,Fût,Non,CleanMed,Laboratoire
126,Hôpital Laquintinie de Douala,Cameroun,Nord,Pharmaceutiques,266.68,43335.25,Moyen,Incinération,2023-02-24,217.95,Oui,Fût,Non,SafeWaste,Oncologie
164,Polyclinique El Rapha,Gabon,Ogooué-Maritime,Chimiques,83.72,7637.0,Moyen,Désinfection chimique,2023-05-02,19.66,Oui,Sac jaune,Non,BioLogistics,Laboratoire
280,Clinique Chambrier,Gabon,Estuaire,Pharmaceutiques,338.41,47640.86,Moyen,Incinération,2024-09-12,30.75,,Fût,Non,,Pharmacie
114,Hôpital Mère-Enfant de Bingerville,Côte d'Ivoire,Haut-Sassandra,Organiques,453.22,9775.19,Faible,Enfouissement,2024-11-30,58.48,Partielle,Carton DASRI,Non,,Restauration
498,CHD Zou,Bénin,Ouémé,Organiques,186.22,3526.8,Faible,Enfouissement,2023-09-19,245.34,Non,Sac rouge,Non,EcoTrans,Services Généraux
154,Fondation Jeanne Ebori,Gabon,Haut-Ogooué,Organiques,262.17,5011.98,Faible,Enfouissement,2023-10-14,233.12,Oui,Sac rouge,Non,BioLogistics,Services Généraux
611,CHU Campus,Togo,Plateaux,Infectieux,204.38,47518.37,Élevé,Incinération,2024-04-02,130.51,Partielle,Conteneur rigide,Non,BioLogistics,Maladies Infectieuses
249,Polyclinique El Rapha,Gabon,Ngounié,Radioactifs,366.02,89307.87,Élevé,Incinération,2023-02-26,77.04,Oui,Conteneur rigide,Non,,Oncologie
590,Centre Médical de Kinshasa,RDC,Kongo Central,Chimiques,63.29,6013.18,Moyen,Désinfection chimique,2023-07-08,174.96,En attente,Carton DASRI,Non,SafeWaste,Maintenance
640,Clinique Universitaire de Kinshasa,RDC,Lualaba,Organiques,5.42,117.79,Faible,Enfouissement,2023-04-04,35.28,En attente,Sac rouge,Non,EcoTrans,Restauration
421,Hôpital Saint-Luc,Bénin,Ouémé,Chimiques,173.27,18463.36,Moyen,Désinfection chimique,2024-01-24,52.97,En attente,Conteneur rigide,Non,Hopital Service,Laboratoire
277,Centre de Santé de Mbour,Sénégal,Thiès,Infectieux,489.57,64016.22,Élevé,Autoclave,2023-05-21,60.91,Oui,Carton DASRI,Non,Hopital Service,Urgences
473,Hôpital Ndamatou,Sénégal,Diourbel,Piqûres/Coupures,211.6,25886.45,Élevé,Autoclave,2024-05-23,195.48,Partielle,Carton DASRI,Non,Hopital Service,Chirurgie
55,Fondation Jeanne Ebori,Gabon,Ngounié,Infectieux,354.13,38916.85,Élevé,Autoclave,2024-12-22,10.11,Partielle,Sac jaune,Non,Hopital Service,Maladies Infectieuses
457,Hôpital Albert Schweitzer,Gabon,Ogooué-Maritime,Infectieux,334.62,77313.97,Élevé,Incinération,2024-02-01,31.08,Oui,Fût,Oui,SafeWaste,Laboratoire
240,Hôpital d'Instruction des Armées Akanda,Gabon,Haut-Ogooué,Piqûres/Coupures,441.08,54176.87,Élevé,Autoclave,2024-06-25,211.14,Oui,Fût,Non,CleanMed,Chirurgie
347,Hôpital Régional de Bertoua,Cameroun,Nord,Chimiques,297.02,29701.29,Moyen,Désinfection chimique,2023-01-05,20.04,Partielle,Sac rouge,Non,Hopital Service,Laboratoire
589,CHD Atacora,Bénin,Ouémé,Radioactifs,395.46,64618.73,Faible,Incinération,2024-07-21,114.37,Oui,Conteneur rigide,Non,EcoTrans,Radiologie
440,CHU de Libreville,Gabon,Ogooué-Maritime,Organiques,318.56,6736.77,Faible,Enfouissement,2024-09-25,11.98,Non,Conteneur rigide,Non,SafeWaste,Restauration
54,Hôpital Mère-Enfant de Bingerville,Côte d'Ivoire,Lagunes,Piqûres/Coupures,249.63,51452.25,Élevé,Incinération,2024-09-08,130.51,Oui,Fût,Non,EcoTrans,Chirurgie
523,Hôpital de la Mère et de l'Enfant,Bénin,Ouémé,Chimiques,71.14,6545.77,Moyen,Désinfection chimique,2023-01-11,91.87,,Conteneur rigide,Non,EcoTrans,Maintenance
182,CHR Lomé Commune,Togo,Maritime,Chimiques,378.62,34754.84,Moyen,Désinfection chimique,2023-03-10,219.97,En attente,Fût,Non,BioLogistics,Laboratoire
257,Hôpital Général de Douala,Cameroun,Est,Organiques,411.0,8743.73,Faible,Enfouissement,2023-01-11,84.94,Non,Fût,Non,CleanMed,Maternité
161,Clinique Universitaire de Kinshasa,RDC,Haut-Katanga,Piqûres/Coupures,41.78,10349.5,Élevé,Incinération,2023-10-07,130.51,Partielle,Sac rouge,Non,CleanMed,Soins Intensifs
468,CHD Zou,Bénin,Littoral,Pharmaceutiques,451.32,71305.28,Moyen,Incinération,2023-01-12,83.27,,Fût,Non,,Pharmacie
81,CHUD Ouémé-Plateau,Bénin,Zou,Chimiques,14.07,1472.93,Moyen,Désinfection chimique,2024-09-08,170.94,Oui,Sac jaune,Oui,CleanMed,Laboratoire
198,Hôpital Principal de Dakar,Sénégal,Fatick,Pharmaceutiques,53.63,7538.79,Moyen,Incinération,2023-08-07,207.71,Partielle,Carton DASRI,Non,BioLogistics,Oncologie
362,Clinique Ngaliema,RDC,Haut-Katanga,Pharmaceutiques,47.83,6708.62,Moyen,Incinération,2023-12-15,176.61,Non,Carton DASRI,Non,,Pharmacie
317,Hôpital de la Mère et de l'Enfant,Bénin,Ouémé,Infectieux,459.12,100094.38,Élevé,Incinération,2023-12-29,9.53,Partielle,Fût,Non,BioLogistics,Chirurgie
169,CHR de Franceville,Gabon,Woleu-Ntem,Infectieux,206.47,48440.15,Élevé,Incinération,2023-03-13,144.42,Oui,Fût,Oui,Hopital Service,Urgences
140,Clinique Casamance,Sénégal,Ziguinchor,Piqûres/Coupures,129.01,18851.42,Moyen,Incinération,2024-11-01,238.67,En attente,Sac rouge,Non,SafeWaste,Soins Intensifs
505,Hôpital du Cinquantenaire,RDC,Lualaba,Piqûres/Coupures,72.15,16818.01,Élevé,Incinération,2024-09-07,127.61,Non,Conteneur rigide,Non,CleanMed,Soins Intensifs
524,CHU de Yopougon,Côte d'Ivoire,San-Pédro,Organiques,243.31,4485.82,Faible,Enfouissement,2023-11-07,29.61,Partielle,Carton DASRI,Non,SafeWaste,Maternité
430,Centre Médical de Kinshasa,RDC,Haut-Katanga,Pharmaceutiques,211.49,31979.67,Moyen,Incinération,2023-08-26,30.05,En attente,Fût,Non,BioLogistics,Soins Palliatifs
564,CHU de Bouaké,Côte d'Ivoire,Gbêkê,Radioactifs,279.3,66907.02,Élevé,Incinération,2023-12-05,27.72,En attente,Sac rouge,Non,Hopital Service,Oncologie
504,CHU de Yopougon,Côte d'Ivoire,San-Pédro,Piqûres/Coupures,215.83,48596.89,Élevé,Incinération,2024-05-29,212.73,Oui,Sac rouge,Non,,Urgences
491,Hôpital Gynéco-Obstétrique,Cameroun,Nord,Piqûres/Coupures,399.39,46538.72,Élevé,Autoclave,2024-06-23,165.09,Partielle,Carton DASRI,Non,BioLogistics,Chirurgie
459,CHUD Ouémé-Plateau,Bénin,Atacora,Piqûres/Coupures,181.6,23243.36,Élevé,Autoclave,2023-03-28,19.19,En attente,Sac jaune,Non,EcoTrans,Urgences
352,Fondation Jeanne Ebori,Gabon,Ogooué-Maritime,Chimiques,397.49,36503.72,Moyen,Désinfection chimique,2024-04-15,194.96,Partielle,Carton DASRI,Non,CleanMed,Laboratoire
696,Clinique Casamance,Sénégal,Kaolack,Chimiques,293.35,26745.92,Moyen,Désinfection chimique,2023-10-29,130.51,Non,Carton DASRI,Non,BioLogistics,Laboratoire
276,Clinique Chambrier,Gabon,Woleu-Ntem,Piqûres/Coupures,236.17,48747.64,Élevé,Incinération,2024-10-17,130.51,Oui,Sac rouge,Non,,Chirurgie
36,CHU Campus,Togo,Plateaux,Radioactifs,397.3,86328.83,Élevé,Incinération,2024-09-27,100.23,Non,Sac rouge,Non,SafeWaste,Radiologie
581,Hôpital du Cinquantenaire,RDC,Nord-Kivu,Organiques,249.63,4629.88,Faible,Enfouissement,2023-10-22,57.36,En attente,Carton DASRI,Non,BioLogistics,Restauration
255,Hôpital Régional de Ngaoundéré,Cameroun,Ouest,Radioactifs,157.86,32568.76,Élevé,Incinération,2023-01-26,147.62,Oui,Carton DASRI,Non,EcoTrans,Radiologie
588,Hôpital de la Mère et de l'Enfant,Bénin,Littoral,Radioactifs,66.2,15660.08,Élevé,Incinération,2024-11-14,170.47,Oui,Carton DASRI,Non,CleanMed,Oncologie
624,Clinique Mahouna,Bénin,Atlantique,Pharmaceutiques,224.71,33732.48,Moyen,Incinération,2024-08-09,140.16,Non,Conteneur rigide,Non,,Pharmacie
209,Hôpital Mère-Enfant de Bingerville,Côte d'Ivoire,Abidjan,Radioactifs,317.66,73008.61,Élevé,Incinération,2024-11-09,152.67,Non,Sac jaune,Non,SafeWaste,Médecine Nucléaire
85,Hôpital Régional de Bamenda,Cameroun,Nord-Ouest,Radioactifs,259.52,62352.35,Élevé,Incinération,2024-06-11,83.69,En attente,Fût,Non,SafeWaste,Oncologie
657,Polyclinique Sainte-Anne,Cameroun,Adamaoua,Organiques,244.33,4544.24,Faible,Enfouissement,2023-09-15,118.73,En attente,Sac jaune,Non,Hopital Service,Restauration
168,Clinique Universitaire de Kinshasa,RDC,Haut-Katanga,Chimiques,231.69,22054.52,Moyen,Désinfection chimique,2024-03-31,9.54,Partielle,Fût,Non,CleanMed,Laboratoire
340,Hôpital Ndamatou,Sénégal,Kolda,Organiques,149.32,3295.22,Faible,Enfouissement,2023-03-04,42.45,Oui,Fût,Non,SafeWaste,Restauration
481,Hôpital Général de Goma,RDC,Sud-Kivu,Organiques,364.86,7561.64,Faible,Enfouissement,2024-07-04,197.0,En attente,Conteneur rigide,Non,EcoTrans,Services Généraux
384,CHR de Port-Gentil,Gabon,Haut-Ogooué,Organiques,244.35,5377.18,Faible,Enfouissement,2023-09-13,81.83,Oui,Fût,Non,EcoTrans,Maternité
30,CHU de Libreville,Gabon,Haut-Ogooué,Organiques,196.37,4146.16,Faible,Enfouissement,2024-04-14,149.19,En attente,Carton DASRI,Non,BioLogistics,Restauration
252,CHR de Daloa,Côte d'Ivoire,Abidjan,Piqûres/Coupures,409.71,47297.69,Élevé,Autoclave,2023-02-05,234.47,Partielle,Fût,Non,Hopital Service,Chirurgie
587,Clinique Autel d'Elie,Togo,Centrale,Pharmaceutiques,435.11,70778.14,Moyen,Incinération,2024-02-07,209.22,,Sac rouge,Non,Hopital Service,Pharmacie
584,CHR Atakpamé,Togo,Savanes,Pharmaceutiques,454.82,68452.94,Moyen,Incinération,2023-09-18,226.21,Non,Conteneur rigide,Non,SafeWaste,Pharmacie
538,Hôpital Saint-Luc,Bénin,Borgou,Chimiques,58.95,5722.02,Moyen,Désinfection chimique,2024-08-20,35.84,En attente,Sac jaune,Non,Hopital Service,Maintenance
147,Centre de Santé de Mbour,Sénégal,Dakar,Radioactifs,175.4,36153.06,Élevé,Incinération,2024-06-07,112.21,Non,Sac rouge,Non,EcoTrans,Radiologie
216,Hôpital de Panzi,RDC,Nord-Kivu,Chimiques,396.84,37878.15,Moyen,Désinfection chimique,2024-06-03,109.96,Non,Sac rouge,Non,Hopital Service,Laboratoire
284,Hôpital d'Instruction des Armées Omar Bongo,Gabon,Ngounié,Piqûres/Coupures,88.27,11198.29,Élevé,Autoclave,2024-08-22,61.13,Partielle,Sac rouge,Non,Hopital Service,Soins Intensifs
89,CHR de Daloa,Côte d'Ivoire,San-Pédro,Organiques,215.4,4787.99,Faible,Enfouissement,2024-08-29,147.22,En attente,Sac jaune,Non,EcoTrans,Restauration
691,CHU de Yaoundé,Cameroun,Nord,Organiques,324.26,6353.19,Faible,Enfouissement,2024-08-23,175.16,Partielle,Sac rouge,Oui,BioLogistics,Restauration
480,Clinique Casamance,Sénégal,Diourbel,Pharmaceutiques,249.63,38828.54,Moyen,Incinération,2024-06-30,156.98,Non,Conteneur rigide,Non,Hopital Service,Oncologie
185,CHU de Yaoundé,Cameroun,Nord-Ouest,Pharmaceutiques,439.04,69993.13,Moyen,Incinération,2023-02-22,97.61,En attente,Sac jaune,Oui,CleanMed,Pharmacie
678,Hôpital de Zone de Ménontin,Bénin,Ouémé,Chimiques,116.96,11723.09,Moyen,Désinfection chimique,2024-11-18,105.45,Non,Sac jaune,Non,Hopital Service,Laboratoire
429,Hôpital Régional de Ngaoundéré,Cameroun,Adamaoua,Pharmaceutiques,197.89,31868.23,Moyen,Incinération,2024-06-30,111.7,Non,Conteneur rigide,Non,SafeWaste,Pharmacie
387,Hôpital Général de Matadi,RDC,Sud-Kivu,Organiques,300.72,6592.22,Moyen,Enfouissement,2024-12-27,142.75,En attente,Sac jaune,Non,BioLogistics,Maternité
454,CHR de Daloa,Côte d'Ivoire,San-Pédro,Piqûres/Coupures,41.01,8596.41,Élevé,Incinération,2024-01-14,135.13,Partielle,Fût,Non,EcoTrans,Chirurgie
661,Clinique Farah,Côte d'Ivoire,Abidjan,Organiques,33.94,734.84,Faible,Enfouissement,2023-10-24,52.33,Non,Carton DASRI,Non,SafeWaste,Maternité
