id,hopital,pays,region,type_dechet,poids_kg,cout_traitement,niveau_risque,mode_elimination,date_collecte,distance_traitement_km,conformite,type_conteneur,incident,entreprise_transport,service_origine
197,Hopital_33,Cameroun,Nord,Organiques,249.41,5074.65,Faible,Enfouissement,2023-10-27,130.51,En attente,Conteneur rigide,Non,Hopital Service,Restauration
586,Hopital_32,Togo,Centre,Radioactifs,267.16,64858.99,Élevé,Incinération,2024-07-22,195.31,,Sac rouge,Non,SafeWaste,Médecine Nucléaire
180,Hopital_30,RDC,Sud,Chimiques,83.19,9218.27,Moyen,Désinfection chimique,2023-09-23,211.08,Oui,Sac rouge,Non,CleanMed,Laboratoire
481,Hopital_29,RDC,Adamaoua,Organiques,364.86,7611.2,Faible,Enfouissement,2024-07-04,197.0,En attente,Conteneur rigide,Non,EcoTrans,Restauration
75,Hopital_10,Sénégal,Est,Organiques,192.53,3606.74,Faible,Enfouissement,2024-10-27,237.0,,Sac rouge,Non,,Services Généraux
508,Hopital_23,Togo,Littoral,Piqûres/Coupures,78.08,9354.05,Élevé,Autoclave,2023-04-03,212.7,Partielle,Carton DASRI,Non,Hopital Service,Soins Intensifs
680,Hopital_10,RDC,Nord,Pharmaceutiques,401.94,66284.19,Moyen,Incinération,2023-02-05,196.62,En attente,Sac jaune,Non,Hopital Service,Soins Palliatifs
544,Hopital_43,RDC,Adamaoua,Infectieux,492.02,104611.47,Élevé,Incinération,2024-04-07,86.65,Partielle,Sac jaune,Non,Hopital Service,Maladies Infectieuses
41,Hopital_21,Bénin,Adamaoua,Infectieux,33.36,4419.73,Élevé,Autoclave,2023-04-11,92.26,Oui,Carton DASRI,Non,Hopital Service,Maladies Infectieuses
419,Hopital_14,Sénégal,Littoral,Piqûres/Coupures,308.92,40367.17,Élevé,Autoclave,2023-08-30,73.45,En attente,Sac rouge,Non,EcoTrans,Urgences
159,Hopital_23,RDC,Est,Organiques,354.21,7081.65,Faible,Enfouissement,2023-08-18,105.4,Non,Fût,Non,BioLogistics,Restauration
603,Hopital_25,Côte d'Ivoire,Ouest,Radioactifs,102.41,20833.34,Élevé,Incinération,2023-09-02,167.4,Non,Sac rouge,Non,SafeWaste,Radiologie
296,Hopital_33,Sénégal,Extrême-Nord,Pharmaceutiques,326.93,47598.62,Moyen,Incinération,2023-07-02,170.53,Oui,Fût,Non,BioLogistics,Pharmacie
427,Hopital_23,Sénégal,Sud,Piqûres/Coupures,66.61,14389.39,Élevé,Incinération,2024-10-06,30.4,,Conteneur rigide,Non,BioLogistics,Chirurgie
371,Hopital_35,Gabon,Nord,Pharmaceutiques,217.86,35426.1,Moyen,Incinération,2023-07-25,245.58,En attente,Sac rouge,Non,SafeWaste,Pharmacie
436,Hopital_43,RDC,Sud-Ouest,Pharmaceutiques,412.07,57774.43,Moyen,Incinération,2023-09-21,241.46,Partielle,Sac rouge,Non,BioLogistics,Pharmacie
184,Hopital_39,Gabon,Sud,Pharmaceutiques,103.24,15339.41,Moyen,Incinération,2023-03-04,133.63,Partielle,Conteneur rigide,Non,SafeWaste,Pharmacie
674,Hopital_6,Gabon,Ouest,Piqûres/Coupures,26.06,5810.48,Élevé,Incinération,2024-06-24,231.48,Partielle,Sac rouge,Non,EcoTrans,Chirurgie
476,Hopital_1,Cameroun,Sud,Pharmaceutiques,289.02,45625.19,Moyen,Incinération,2024-03-10,159.72,En attente,Sac rouge,Non,EcoTrans,Oncologie
269,Hopital_50,Côte d'Ivoire,Ouest,Radioactifs,174.62,37694.25,Élevé,Incinération,2023-08-22,26.77,,Sac rouge,Non,Hopital Service,Radiologie
376,Hopital_33,Togo,Nord,Organiques,303.94,5952.5,Faible,Enfouissement,2023-07-24,15.7,En attente,Carton DASRI,Non,CleanMed,Maternité
102,Hopital_24,Côte d'Ivoire,Littoral,Infectieux,382.99,50295.11,Élevé,Autoclave,2023-07-15,184.55,Partielle,Conteneur rigide,Non,SafeWaste,Maladies Infectieuses
541,Hopital_33,Togo,Sud-Ouest,Infectieux,444.31,93399.17,Élevé,Incinération,2023-06-29,65.66,,Fût,Non,Hopital Service,Urgences
242,Hopital_48,Bénin,Extrême-Nord,Infectieux,249.63,54012.87,Élevé,Incinération,2024-09-15,159.2,En attente,Conteneur rigide,Non,BioLogistics,Chirurgie
663,Hopital_8,Sénégal,Littoral,Radioactifs,56.39,11666.1,Élevé,Incinération,2024-10-23,226.01,Partielle,Carton DASRI,Non,SafeWaste,Oncologie
560,Hopital_10,Côte d'Ivoire,Littoral,Infectieux,29.77,3349.36,Élevé,Autoclave,2024-07-20,77.6,Partielle,Sac rouge,Non,EcoTrans,Maladies Infectieuses
396,Hopital_17,Gabon,Extrême-Nord,Organiques,70.87,1324.72,Faible,Enfouissement,2023-03-15,95.5,En attente,Sac rouge,Non,BioLogistics,Restauration
337,Hopital_38,Bénin,Centre,Infectieux,234.92,30037.3,Élevé,Autoclave,2024-08-02,166.41,Partielle,Sac rouge,Non,,Maladies Infectieuses
193,Hopital_8,Bénin,Adamaoua,Piqûres/Coupures,33.54,7523.87,Élevé,Incinération,2024-10-26,61.63,Non,Sac rouge,Non,CleanMed,Soins Intensifs
215,Hopital_17,RDC,Littoral,Pharmaceutiques,348.25,55054.26,Moyen,Incinération,2023-04-10,230.57,Oui,Conteneur rigide,Non,Hopital Service,Oncologie
133,Hopital_35,Gabon,Littoral,Organiques,280.52,6087.56,Faible,Enfouissement,2024-03-30,131.03,Non,Fût,Non,CleanMed,Restauration
553,Hopital_35,Côte d'Ivoire,Adamaoua,Pharmaceutiques,271.31,38961.58,Moyen,Incinération,2024-10-30,174.89,Oui,Fût,Non,EcoTrans,Pharmacie
580,Hopital_35,Cameroun,Est,Chimiques,238.3,25508.98,Moyen,Désinfection chimique,2024-10-19,147.04,Partielle,Fût,Oui,BioLogistics,Maintenance
633,Hopital_14,RDC,Extrême-Nord,Organiques,68.08,1360.02,Faible,Enfouissement,2023-02-07,6.47,En attente,Sac rouge,Non,CleanMed,Restauration
316,Hopital_16,Cameroun,Littoral,Pharmaceutiques,370.21,51056.57,Moyen,Incinération,2024-03-22,5.33,En attente,Carton DASRI,Non,BioLogistics,Pharmacie
237,Hopital_5,Bénin,Centre,Chimiques,334.29,33449.07,Moyen,Désinfection chimique,2024-05-06,17.87,Oui,Sac rouge,Non,,Laboratoire
533,Hopital_35,Côte d'Ivoire,Extrême-Nord,Pharmaceutiques,12.65,2157.91,Faible,Incinération,2023-03-04,209.97,Non,Sac rouge,Oui,Hopital Service,Pharmacie
1,Hopital_39,Gabon,Sud,Organiques,495.91,14070.13,Élevé,Enfouissement,2024-09-22,204.57,Partielle,Sac jaune,Non,SafeWaste,Maternité
613,Hopital_9,RDC,Ouest,Organiques,382.5,8365.68,Faible,Enfouissement,2023-11-21,27.89,Oui,Conteneur rigide,Non,CleanMed,Restauration
355,Hopital_49,Togo,Centre,Infectieux,497.72,122821.79,Élevé,Incinération,2023-01-20,227.92,En attente,Fût,Non,,Maladies Infectieuses
327,Hopital_7,Togo,Sud,Pharmaceutiques,153.07,23714.26,Moyen,Incinération,2024-07-22,72.09,Oui,Sac rouge,Non,CleanMed,Oncologie
495,Hopital_46,RDC,Centre,Radioactifs,216.06,46223.38,Élevé,Incinération,2024-09-21,130.55,Partielle,Sac rouge,Non,CleanMed,Oncologie
636,Hopital_35,Sénégal,Extrême-Nord,Infectieux,402.41,89427.72,Élevé,Incinération,2024-08-24,76.46,Oui,Sac jaune,Non,Hopital Service,Laboratoire
195,Hopital_9,Togo,Adamaoua,Organiques,454.7,9754.07,Faible,Enfouissement,2023-11-27,130.51,Non,Sac rouge,Non,Hopital Service,Restauration
438,Hopital_33,RDC,Sud-Ouest,Piqûres/Coupures,410.78,90443.18,Élevé,Incinération,2024-07-16,49.72,Oui,Sac jaune,Non,EcoTrans,Urgences
261,Hopital_40,Côte d'Ivoire,Nord,Organiques,414.3,8678.36,Faible,Enfouissement,2024-05-29,145.62,Non,Sac rouge,Non,Hopital Service,Restauration
2,Hopital_29,Bénin,Sud,Pharmaceutiques,249.63,36144.55,Moyen,Incinération,2023-02-27,163.01,Partielle,Sac rouge,Non,EcoTrans,Oncologie
156,Hopital_4,Cameroun,Sud-Ouest,Pharmaceutiques,430.21,65030.49,Faible,Incinération,2024-01-22,73.81,En attente,Carton DASRI,Non,,Pharmacie
467,Hopital_1,Bénin,Nord,Pharmaceutiques,61.16,9876.99,Moyen,Incinération,2024-02-11,81.56,Oui,Sac rouge,Non,Hopital Service,Soins Palliatifs
686,Hopital_13,Côte d'Ivoire,Sud,Infectieux,113.79,13787.74,Élevé,Autoclave,2024-01-31,27.35,Non,Sac jaune,Non,SafeWaste,Maladies Infectieuses
66,Hopital_2,Gabon,Extrême-Nord,Piqûres/Coupures,499.18,122518.38,Élevé,Incinération,2024-04-11,52.03,Non,Sac jaune,Non,Hopital Service,Chirurgie
169,Hopital_22,Gabon,Ouest,Infectieux,206.47,49581.18,Élevé,Incinération,2023-03-13,144.42,Oui,Fût,Oui,Hopital Service,Laboratoire
367,Hopital_29,RDC,Adamaoua,Radioactifs,286.31,65019.58,Élevé,Incinération,2024-09-08,203.91,Non,Fût,Non,CleanMed,Radiologie
248,Hopital_29,Cameroun,Sud,Chimiques,40.62,4262.1,Moyen,Désinfection chimique,2023-09-26,249.11,Non,Fût,Non,SafeWaste,Laboratoire
175,Hopital_28,Sénégal,Sud-Ouest,Radioactifs,230.16,51652.22,Élevé,Incinération,2024-11-25,31.89,Non,Sac rouge,Non,SafeWaste,Radiologie
426,Hopital_32,Bénin,Adamaoua,Pharmaceutiques,496.42,101651.57,Élevé,Incinération,2023-08-03,28.96,En attente,Conteneur rigide,Non,BioLogistics,Pharmacie
567,Hopital_45,Gabon,Sud,Infectieux,70.46,8038.38,Élevé,Autoclave,2023-11-30,96.53,,Conteneur rigide,Non,BioLogistics,Urgences
482,Hopital_3,Gabon,Sud-Ouest,Piqûres/Coupures,326.49,41161.51,Élevé,Autoclave,2024-06-19,248.24,Partielle,Sac jaune,Non,EcoTrans,Urgences
406,Hopital_35,Sénégal,Est,Pharmaceutiques,3.75,616.07,Faible,Incinération,2023-02-25,72.47,Partielle,Sac rouge,Non,CleanMed,Pharmacie
70,Hopital_29,Sénégal,Centre,Infectieux,318.45,66440.03,Élevé,Incinération,2023-12-02,146.05,En attente,Carton DASRI,Non,CleanMed,Laboratoire
264,Hopital_40,Cameroun,Adamaoua,Organiques,356.29,7589.03,Faible,Enfouissement,2024-06-16,64.26,Non,Sac rouge,Non,BioLogistics,Maternité
178,Hopital_44,Côte d'Ivoire,Est,Piqûres/Coupures,101.48,23347.17,Élevé,Incinération,2023-06-20,9.84,,Sac rouge,Non,Hopital Service,Soins Intensifs
641,Hopital_18,Sénégal,Littoral,Pharmaceutiques,498.91,77988.35,Moyen,Incinération,2024-02-09,154.79,En attente,Carton DASRI,Non,SafeWaste,Oncologie
322,Hopital_14,Côte d'Ivoire,Sud-Ouest,Piqûres/Coupures,377.23,86941.9,Élevé,Incinération,2023-03-18,66.59,Partielle,Sac jaune,Non,,Chirurgie
561,Hopital_26,Côte d'Ivoire,Sud-Ouest,Infectieux,171.88,39507.59,Élevé,Incinération,2024-03-11,45.92,Partielle,Fût,Non,CleanMed,Laboratoire
272,Hopital_30,RDC,Nord,Radioactifs,325.92,78699.62,Élevé,Incinération,2024-05-23,92.05,En attente,Sac jaune,Non,BioLogistics,Radiologie
128,Hopital_35,Cameroun,Nord,Chimiques,174.32,18243.94,Moyen,Désinfection chimique,2024-03-04,130.51,Partielle,Fût,Non,CleanMed,Laboratoire
126,Hopital_24,Cameroun,Extrême-Nord,Pharmaceutiques,266.68,43335.25,Moyen,Incinération,2023-02-24,217.95,Oui,Fût,Non,SafeWaste,Oncologie
164,Hopital_29,Gabon,Ouest,Chimiques,83.72,7637.0,Moyen,Désinfection chimique,2023-05-02,19.66,Oui,Sac jaune,Non,BioLogistics,Laboratoire
280,Hopital_2,Gabon,Nord,Pharmaceutiques,338.41,47640.86,Moyen,Incinération,2024-09-12,30.75,,Fût,Non,,Pharmacie
114,Hopital_42,Côte d'Ivoire,Sud-Ouest,Organiques,453.22,9775.19,Faible,Enfouissement,2024-11-30,58.48,Partielle,Carton DASRI,Non,,Restauration
498,Hopital_16,Bénin,Adamaoua,Organiques,186.22,3526.8,Faible,Enfouissement,2023-09-19,245.34,Non,Sac rouge,Non,EcoTrans,Services Généraux
154,Hopital_49,Gabon,Adamaoua,Organiques,262.17,5011.98,Faible,Enfouissement,2023-10-14,233.12,Oui,Sac rouge,Non,BioLogistics,Services Généraux
611,Hopital_19,Togo,Centre,Infectieux,204.38,47518.37,Élevé,Incinération,2024-04-02,130.51,Partielle,Conteneur rigide,Non,BioLogistics,Maladies Infectieuses
249,Hopital_3,Gabon,Nord,Radioactifs,366.02,89307.87,Élevé,Incinération,2023-02-26,77.04,Oui,Conteneur rigide,Non,,Oncologie
590,Hopital_37,RDC,Sud-Ouest,Chimiques,63.29,6013.18,Moyen,Désinfection chimique,2023-07-08,174.96,En attente,Carton DASRI,Non,SafeWaste,Maintenance
640,Hopital_11,RDC,Ouest,Organiques,5.42,117.79,Faible,Enfouissement,2023-04-04,35.28,En attente,Sac rouge,Non,EcoTrans,Restauration
421,Hopital_23,Bénin,Sud-Ouest,Chimiques,173.27,18463.36,Moyen,Désinfection chimique,2024-01-24,52.97,En attente,Conteneur rigide,Non,Hopital Service,Laboratoire
277,Hopital_26,Sénégal,Sud,Infectieux,489.57,64016.22,Élevé,Autoclave,2023-05-21,60.91,Oui,Carton DASRI,Non,Hopital Service,Urgences
473,Hopital_25,Sénégal,Nord,Piqûres/Coupures,211.6,25886.45,Élevé,Autoclave,2024-05-23,195.48,Partielle,Carton DASRI,Non,Hopital Service,Chirurgie
55,Hopital_7,Gabon,Est,Infectieux,354.13,38916.85,Élevé,Autoclave,2024-12-22,10.11,Partielle,Sac jaune,Non,Hopital Service,Maladies Infectieuses
457,Hopital_19,Gabon,Littoral,Infectieux,334.62,77313.97,Élevé,Incinération,2024-02-01,31.08,Oui,Fût,Oui,SafeWaste,Laboratoire
240,Hopital_22,Gabon,Extrême-Nord,Piqûres/Coupures,441.08,54176.87,Élevé,Autoclave,2024-06-25,211.14,Oui,Fût,Non,CleanMed,Chirurgie
347,Hopital_28,Cameroun,Ouest,Chimiques,297.02,29701.29,Moyen,Désinfection chimique,2023-01-05,20.04,Partielle,Sac rouge,Non,Hopital Service,Laboratoire
589,Hopital_32,Bénin,Est,Radioactifs,395.46,64618.73,Faible,Incinération,2024-07-21,114.37,Oui,Conteneur rigide,Non,EcoTrans,Radiologie
440,Hopital_44,Gabon,Sud,Organiques,318.56,6736.77,Faible,Enfouissement,2024-09-25,11.98,Non,Conteneur rigide,Non,SafeWaste,Restauration
54,Hopital_47,Côte d'Ivoire,Centre,Piqûres/Coupures,249.63,51452.25,Élevé,Incinération,2024-09-08,130.51,Oui,Fût,Non,EcoTrans,Chirurgie
523,Hopital_16,Bénin,Sud,Chimiques,71.14,6545.77,Moyen,Désinfection chimique,2023-01-11,91.87,,Conteneur rigide,Non,EcoTrans,Maintenance
182,Hopital_28,Togo,Est,Chimiques,378.62,34754.84,Moyen,Désinfection chimique,2023-03-10,219.97,En attente,Fût,Non,BioLogistics,Laboratoire
257,Hopital_32,Cameroun,Sud,Organiques,411.0,8743.73,Faible,Enfouissement,2023-01-11,84.94,Non,Fût,Non,CleanMed,Maternité
161,Hopital_45,RDC,Ouest,Piqûres/Coupures,41.78,10349.5,Élevé,Incinération,2023-10-07,130.51,Partielle,Sac rouge,Non,CleanMed,Soins Intensifs
468,Hopital_1,Bénin,Ouest,Pharmaceutiques,451.32,71305.28,Moyen,Incinération,2023-01-12,83.27,,Fût,Non,,Pharmacie
81,Hopital_8,Bénin,Sud-Ouest,Chimiques,14.07,1472.93,Moyen,Désinfection chimique,2024-09-08,170.94,Oui,Sac jaune,Oui,CleanMed,Laboratoire
198,Hopital_42,Sénégal,Extrême-Nord,Pharmaceutiques,53.63,7538.79,Moyen,Incinération,2023-08-07,207.71,Partielle,Carton DASRI,Non,BioLogistics,Oncologie
362,Hopital_6,RDC,Sud,Pharmaceutiques,47.83,6708.62,Moyen,Incinération,2023-12-15,176.61,Non,Carton DASRI,Non,,Pharmacie
317,Hopital_41,Bénin,Extrême-Nord,Infectieux,459.12,100094.38,Élevé,Incinération,2023-12-29,9.53,Partielle,Fût,Non,BioLogistics,Chirurgie
169,Hopital_22,Gabon,Ouest,Infectieux,206.47,48440.15,Élevé,Incinération,2023-03-13,144.42,Oui,Fût,Oui,Hopital Service,Urgences
140,Hopital_1,Sénégal,Centre,Piqûres/Coupures,129.01,18851.42,Moyen,Incinération,2024-11-01,238.67,En attente,Sac rouge,Non,SafeWaste,Soins Intensifs
505,Hopital_33,RDC,Littoral,Piqûres/Coupures,72.15,16818.01,Élevé,Incinération,2024-09-07,127.61,Non,Conteneur rigide,Non,CleanMed,Soins Intensifs
524,Hopital_2,Côte d'Ivoire,Nord,Organiques,243.31,4485.82,Faible,Enfouissement,2023-11-07,29.61,Partielle,Carton DASRI,Non,SafeWaste,Maternité
430,Hopital_22,RDC,Est,Pharmaceutiques,211.49,31979.67,Moyen,Incinération,2023-08-26,30.05,En attente,Fût,Non,BioLogistics,Soins Palliatifs
564,Hopital_7,Côte d'Ivoire,Est,Radioactifs,279.3,66907.02,Élevé,Incinération,2023-12-05,27.72,En attente,Sac rouge,Non,Hopital Service,Oncologie
504,Hopital_36,Côte d'Ivoire,Sud,Piqûres/Coupures,215.83,48596.89,Élevé,Incinération,2024-05-29,212.73,Oui,Sac rouge,Non,,Urgences
491,Hopital_5,Cameroun,Littoral,Piqûres/Coupures,399.39,46538.72,Élevé,Autoclave,2024-06-23,165.09,Partielle,Carton DASRI,Non,BioLogistics,Chirurgie
459,Hopital_19,Bénin,Ouest,Piqûres/Coupures,181.6,23243.36,Élevé,Autoclave,2023-03-28,19.19,En attente,Sac jaune,Non,EcoTrans,Urgences
352,Hopital_19,Gabon,Adamaoua,Chimiques,397.49,36503.72,Moyen,Désinfection chimique,2024-04-15,194.96,Partielle,Carton DASRI,Non,CleanMed,Laboratoire
696,Hopital_13,Sénégal,Centre,Chimiques,293.35,26745.92,Moyen,Désinfection chimique,2023-10-29,130.51,Non,Carton DASRI,Non,BioLogistics,Laboratoire
276,Hopital_16,Gabon,Ouest,Piqûres/Coupures,236.17,48747.64,Élevé,Incinération,2024-10-17,130.51,Oui,Sac rouge,Non,,Chirurgie
36,Hopital_47,Togo,Nord,Radioactifs,397.3,86328.83,Élevé,Incinération,2024-09-27,100.23,Non,Sac rouge,Non,SafeWaste,Radiologie
581,Hopital_48,RDC,Sud,Organiques,249.63,4629.88,Faible,Enfouissement,2023-10-22,57.36,En attente,Carton DASRI,Non,BioLogistics,Restauration
255,Hopital_19,Cameroun,Sud,Radioactifs,157.86,32568.76,Élevé,Incinération,2023-01-26,147.62,Oui,Carton DASRI,Non,EcoTrans,Radiologie
588,Hopital_23,Bénin,Ouest,Radioactifs,66.2,15660.08,Élevé,Incinération,2024-11-14,170.47,Oui,Carton DASRI,Non,CleanMed,Oncologie
624,Hopital_25,Bénin,Est,Pharmaceutiques,224.71,33732.48,Moyen,Incinération,2024-08-09,140.16,Non,Conteneur rigide,Non,,Pharmacie
209,Hopital_39,Côte d'Ivoire,Sud-Ouest,Radioactifs,317.66,73008.61,Élevé,Incinération,2024-11-09,152.67,Non,Sac jaune,Non,SafeWaste,Médecine Nucléaire
85,Hopital_21,Cameroun,Sud,Radioactifs,259.52,62352.35,Élevé,Incinération,2024-06-11,83.69,En attente,Fût,Non,SafeWaste,Oncologie
657,Hopital_2,Cameroun,Adamaoua,Organiques,244.33,4544.24,Faible,Enfouissement,2023-09-15,118.73,En attente,Sac jaune,Non,Hopital Service,Restauration
168,Hopital_7,RDC,Ouest,Chimiques,231.69,22054.52,Moyen,Désinfection chimique,2024-03-31,9.54,Partielle,Fût,Non,CleanMed,Laboratoire
340,Hopital_8,Sénégal,Adamaoua,Organiques,149.32,3295.22,Faible,Enfouissement,2023-03-04,42.45,Oui,Fût,Non,SafeWaste,Restauration
481,Hopital_29,RDC,Adamaoua,Organiques,364.86,7561.64,Faible,Enfouissement,2024-07-04,197.0,En attente,Conteneur rigide,Non,EcoTrans,Services Généraux
384,Hopital_46,Gabon,Centre,Organiques,244.35,5377.18,Faible,Enfouissement,2023-09-13,81.83,Oui,Fût,Non,EcoTrans,Maternité
30,Hopital_49,Gabon,Adamaoua,Organiques,196.37,4146.16,Faible,Enfouissement,2024-04-14,149.19,En attente,Carton DASRI,Non,BioLogistics,Restauration
252,Hopital_19,Côte d'Ivoire,Extrême-Nord,Piqûres/Coupures,409.71,47297.69,Élevé,Autoclave,2023-02-05,234.47,Partielle,Fût,Non,Hopital Service,Chirurgie
587,Hopital_24,Togo,Adamaoua,Pharmaceutiques,435.11,70778.14,Moyen,Incinération,2024-02-07,209.22,,Sac rouge,Non,Hopital Service,Pharmacie
584,Hopital_49,Togo,Est,Pharmaceutiques,454.82,68452.94,Moyen,Incinération,2023-09-18,226.21,Non,Conteneur rigide,Non,SafeWaste,Pharmacie
538,Hopital_12,Bénin,Sud-Ouest,Chimiques,58.95,5722.02,Moyen,Désinfection chimique,2024-08-20,35.84,En attente,Sac jaune,Non,Hopital Service,Maintenance
147,Hopital_15,Sénégal,Littoral,Radioactifs,175.4,36153.06,Élevé,Incinération,2024-06-07,112.21,Non,Sac rouge,Non,EcoTrans,Radiologie
216,Hopital_49,RDC,Sud-Ouest,Chimiques,396.84,37878.15,Moyen,Désinfection chimique,2024-06-03,109.96,Non,Sac rouge,Non,Hopital Service,Laboratoire
284,Hopital_5,Gabon,Ouest,Piqûres/Coupures,88.27,11198.29,Élevé,Autoclave,2024-08-22,61.13,Partielle,Sac rouge,Non,Hopital Service,Soins Intensifs
89,Hopital_47,Côte d'Ivoire,Adamaoua,Organiques,215.4,4787.99,Faible,Enfouissement,2024-08-29,147.22,En attente,Sac jaune,Non,EcoTrans,Restauration
691,Hopital_8,Cameroun,Nord,Organiques,324.26,6353.19,Faible,Enfouissement,2024-08-23,175.16,Partielle,Sac rouge,Oui,BioLogistics,Restauration
480,Hopital_22,Sénégal,Centre,Pharmaceutiques,249.63,38828.54,Moyen,Incinération,2024-06-30,156.98,Non,Conteneur rigide,Non,Hopital Service,Oncologie
185,Hopital_33,Cameroun,Est,Pharmaceutiques,439.04,69993.13,Moyen,Incinération,2023-02-22,97.61,En attente,Sac jaune,Oui,CleanMed,Pharmacie
678,Hopital_39,Bénin,Centre,Chimiques,116.96,11723.09,Moyen,Désinfection chimique,2024-11-18,105.45,Non,Sac jaune,Non,Hopital Service,Laboratoire
429,Hopital_25,Cameroun,Ouest,Pharmaceutiques,197.89,31868.23,Moyen,Incinération,2024-06-30,111.7,Non,Conteneur rigide,Non,SafeWaste,Pharmacie
387,Hopital_32,RDC,Est,Organiques,300.72,6592.22,Moyen,Enfouissement,2024-12-27,142.75,En attente,Sac jaune,Non,BioLogistics,Maternité
454,Hopital_50,Côte d'Ivoire,Centre,Piqûres/Coupures,41.01,8596.41,Élevé,Incinération,2024-01-14,135.13,Partielle,Fût,Non,EcoTrans,Chirurgie
661,Hopital_38,Côte d'Ivoire,Sud-Ouest,Organiques,33.94,734.84,Faible,Enfouissement,2023-10-24,52.33,Non,Carton DASRI,Non,SafeWaste,Maternité
470,Hopital_34,Côte d'Ivoire,Sud,Piqûres/Coupures,267.45,32653.73,Élevé,Autoclave,2024-09-09,5.28,Oui,Sac jaune,Non,CleanMed,Chirurgie
406,Hopital_35,Sénégal,Est,Pharmaceutiques,3.75,546.84,Moyen,Incinération,2023-02-25,72.47,Partielle,Sac rouge,Non,CleanMed,Pharmacie
418,Hopital_16,Gabon,Nord,Infectieux,44.46,9075.67,Élevé,Incinération,2024-03-06,60.1,En attente,Fût,Non,SafeWaste,Maladies Infectieuses
326,Hopital_8,RDC,Sud,Piqûres/Coupures,249.63,27701.22,Élevé,Autoclave,2024-06-02,227.97,Non,Sac jaune,Non,BioLogistics,Vaccination
72,Hopital_26,Bénin,Ouest,Pharmaceutiques,60.05,9520.04,Moyen,Incinération,2024-05-28,196.96,Oui,Carton DASRI,Non,BioLogistics,Pharmacie
408,Hopital_25,Gabon,Sud-Ouest,Infectieux,110.32,26590.22,Élevé,Incinération,2023-04-14,247.05,Partielle,Sac rouge,Non,Hopital Service,Chirurgie
466,Hopital_12,Côte d'Ivoire,Est,Infectieux,362.26,40345.71,Élevé,Autoclave,2023-03-26,81.25,,Conteneur rigide,Non,BioLogistics,Maladies Infectieuses
385,Hopital_24,Cameroun,Sud-Ouest,Radioactifs,326.46,74596.96,Élevé,Incinération,2024-07-19,200.38,Oui,Sac rouge,Non,BioLogistics,Oncologie
639,Hopital_43,Sénégal,Littoral,Pharmaceutiques,478.77,73718.36,Moyen,Incinération,2023-01-24,239.26,Oui,Carton DASRI,Non,BioLogistics,Soins Palliatifs
685,Hopital_45,Côte d'Ivoire,Sud,Piqûres/Coupures,238.74,49182.45,Élevé,Incinération,2024-11-28,29.48,Partielle,Carton DASRI,Non,CleanMed,Soins Intensifs
338,Hopital_38,Gabon,Sud,Piqûres/Coupures,151.33,19220.37,Élevé,Autoclave,2023-02-05,130.51,En attente,Sac rouge,Non,EcoTrans,Soins Intensifs
632,Hopital_39,Côte d'Ivoire,Ouest,Radioactifs,346.57,83092.85,Élevé,Incinération,2024-11-13,110.52,Non,Conteneur rigide,Non,EcoTrans,Radiologie
463,Hopital_26,Gabon,Sud-Ouest,Organiques,456.73,8699.14,Faible,Enfouissement,2023-04-14,130.51,Oui,Conteneur rigide,Non,CleanMed,Restauration
617,Hopital_31,Gabon,Littoral,Pharmaceutiques,55.52,8160.39,Moyen,Incinération,2023-03-09,130.51,Partielle,Sac rouge,Non,SafeWaste,Oncologie
313,Hopital_18,Gabon,Littoral,Organiques,249.63,4840.34,Faible,Enfouissement,2024-08-24,82.34,Oui,Sac jaune,Non,BioLogistics,Restauration
328,Hopital_3,RDC,Nord,Pharmaceutiques,414.87,56258.32,Moyen,Incinération,2023-08-02,69.61,Partielle,Sac rouge,Non,CleanMed,Pharmacie
204,Hopital_24,Gabon,Sud,Infectieux,102.68,21761.1,Élevé,Incinération,2024-09-01,66.42,,Carton DASRI,Non,CleanMed,Laboratoire
300,Hopital_8,Côte d'Ivoire,Ouest,Radioactifs,249.63,56167.61,Élevé,Incinération,2023-02-06,162.42,Oui,Fût,Non,SafeWaste,Oncologie
112,Hopital_33,Bénin,Ouest,Chimiques,131.59,14176.55,Moyen,Désinfection chimique,2023-09-09,130.51,Oui,Carton DASRI,Non,SafeWaste,Laboratoire
53,Hopital_28,Togo,Extrême-Nord,Piqûres/Coupures,167.78,36333.55,Élevé,Incinération,2024-04-26,63.78,,Sac jaune,Non,EcoTrans,Vaccination
395,Hopital_26,Sénégal,Sud,Chimiques,23.78,2424.8,Moyen,Désinfection chimique,2024-03-24,196.29,En attente,Carton DASRI,Non,Hopital Service,Maintenance
25,Hopital_33,Gabon,Ouest,Pharmaceutiques,249.63,34528.44,Moyen,Incinération,2023-07-20,140.14,Partielle,Sac rouge,Non,EcoTrans,Pharmacie
270,Hopital_23,Bénin,Centre,Infectieux,249.63,32272.42,Élevé,Autoclave,2023-10-06,130.51,Oui,Sac rouge,Non,,Urgences
554,Hopital_23,RDC,Adamaoua,Piqûres/Coupures,381.19,83775.24,Élevé,Incinération,2023-05-06,38.85,Partielle,Conteneur rigide,Non,SafeWaste,Soins Intensifs
265,Hopital_1,Sénégal,Ouest,Pharmaceutiques,413.16,58763.79,Moyen,Incinération,2023-05-13,203.21,En attente,Sac jaune,Non,SafeWaste,Pharmacie
